x,temperature{thickness:5;stroke:yellow}
1586,-0.7757
1587,-0.6717
1588,-0.682
1589,-0.8283
1590,-0.9617
1591,-0.9369
1592,-0.9175
1593,-0.8034
1594,-0.6266
1595,-0.6169
1596,-0.6546
1597,-0.6111
1598,-0.5764
1599,-0.7052
1600,-0.869
1601,-0.7795
1602,-0.6506
1603,-0.6431
1604,-0.6403
1605,-0.6287
1606,-0.679
1607,-0.7644
1608,-0.7508
1609,-0.6283
1610,-0.5463
1611,-0.5703
1612,-0.6628
1613,-0.7131
1614,-0.6367
1615,-0.4764
1616,-0.3755
1617,-0.4177
1618,-0.5182
1619,-0.5192
1620,-0.4675
1621,-0.5182
1622,-0.606
1623,-0.6325
1624,-0.5801
1625,-0.54
1626,-0.6297
1627,-0.614
1628,-0.5273
1629,-0.5449
1630,-0.6717
1631,-0.8509
1632,-0.8708
1633,-0.6806
1634,-0.5199
1635,-0.4597
1636,-0.47
1637,-0.5546
1638,-0.552
1639,-0.4252
1640,-0.4433
1641,-0.707
1642,-0.899
1643,-0.8368
1644,-0.7367
1645,-0.7188
1646,-0.7363
1647,-0.6752
1648,-0.4965
1649,-0.3855
1650,-0.3823
1651,-0.4599
1652,-0.6203
1653,-0.7249
1654,-0.7855
1655,-0.8111
1656,-0.6997
1657,-0.5733
1658,-0.5505
1659,-0.5474
1660,-0.5064
1661,-0.4906
1662,-0.5432
1663,-0.5803
1664,-0.6009
1665,-0.5974
1666,-0.531
1667,-0.6134
1668,-0.8212
1669,-0.8474
1670,-0.6848
1671,-0.4855
1672,-0.4403
1673,-0.5133
1674,-0.6102
1675,-0.7116
1676,-0.7422
1677,-0.7017
1678,-0.6588
1679,-0.6483
1680,-0.6931
1681,-0.6847
1682,-0.5432
1683,-0.5438
1684,-0.7288
1685,-0.8584
1686,-0.8401
1687,-0.6889
1688,-0.6303
1689,-0.7609
1690,-0.8371
1691,-0.7315
1692,-0.6354
1693,-0.6187
1694,-0.6028
1695,-0.6242
1696,-0.7143
1697,-0.7885
1698,-0.8255
1699,-0.7978
1700,-0.6725
1701,-0.5809
1702,-0.599
1703,-0.6751
1704,-0.6282
1705,-0.4983
1706,-0.5664
1707,-0.8172
1708,-0.8809
1709,-0.717
1710,-0.5928
1711,-0.5631
1712,-0.555
1713,-0.5717
1714,-0.5879
1715,-0.6164
1716,-0.6465
1717,-0.628
1718,-0.561
1719,-0.4394
1720,-0.3233
1721,-0.3917
1722,-0.5937
1723,-0.634
1724,-0.4892
1725,-0.3272
1726,-0.203
1727,-0.1946
1728,-0.3908
1729,-0.637
1730,-0.6731
1731,-0.6149
1732,-0.626
1733,-0.6811
1734,-0.7712
1735,-0.8369
1736,-0.742
1737,-0.7001
1738,-0.7634
1739,-0.7793
1740,-0.6956
1741,-0.6121
1742,-0.5876
1743,-0.5401
1744,-0.5241
1745,-0.4739
1746,-0.2945
1747,-0.22
1748,-0.3458
1749,-0.4169
1750,-0.3991
1751,-0.489
1752,-0.7023
1753,-0.913
1753.083333,-0.297
1753.166667,1.622
1753.25,-0.238
1753.333333,-0.266
1753.416667,-0.658
1753.5,-1.321
1753.583333,-1.596
1753.666667,-1.106
1753.75,-0.028
1753.833333,-1.216
1753.916667,-3.673
1754,-0.233
1754.083333,-1.857
1754.166667,-1.409
1754.25,1.281
1754.333333,0.764
1754.416667,-0.495
1754.5,-1.807
1754.583333,-1.598
1754.666667,-1.503
1754.75,0.149
1754.833333,-0.278
1754.916667,0.046
1755,-2.24
1755.083333,-2.56
1755.166667,-1.526
1755.25,0.807
1755.333333,0.122
1755.416667,0.383
1755.5,1.102
1755.583333,-1.369
1755.666667,-1.564
1755.75,-0.995
1755.833333,-0.504
1755.916667,-1.65
1756,1.794
1756.083333,3.001
1756.166667,-0.224
1756.25,-0.172
1756.333333,-0.899
1756.416667,0.172
1756.5,-1.057
1756.583333,-2.443
1756.666667,-0.795
1756.75,-1.304
1756.833333,-2.69
1756.916667,-3.11
1757,-2.6
1757.083333,0.893
1757.166667,-0.432
1757.25,0.571
1757.333333,-0.129
1757.416667,1.471
1757.5,1.814
1757.583333,-0.536
1757.666667,0.291
1757.75,-3.874
1757.833333,-0.842
1757.916667,-2.642
1758,-3.961
1758.083333,-1.733
1758.166667,-1.389
1758.25,-1.392
1758.333333,-1.087
1758.416667,-0.938
1758.5,-1.824
1758.583333,-1.999
1758.666667,-2.581
1758.75,-4.858
1758.833333,-1.388
1758.916667,-2.179
1759,0.906
1759.083333,1.489
1759.166667,-0.3
1759.25,-1.068
1759.333333,-1.588
1759.416667,-0.395
1759.5,-0.923
1759.583333,-0.341
1759.666667,-0.55
1759.75,-0.825
1759.833333,-2.577
1759.916667,-5.512
1760,-4.332
1760.083333,0.178
1760.166667,-2.395
1760.25,-0.907
1760.333333,-0.921
1760.416667,-1.571
1760.5,-0.115
1760.583333,-1.494
1760.666667,-0.679
1760.75,-2.106
1760.833333,-1.11
1760.916667,-1.174
1761,-2.043
1761.083333,0.311
1761.166667,1.72
1761.25,-0.65
1761.333333,1.178
1761.416667,2.07
1761.5,1.783
1761.583333,-0.014
1761.666667,-0.099
1761.75,-2.253
1761.833333,-1.023
1761.916667,-5.028
1762,2.09
1762.083333,0.845
1762.166667,-1.991
1762.25,1.192
1762.333333,-0.354
1762.416667,-0.317
1762.5,-0.888
1762.583333,-0.911
1762.666667,-2.089
1762.75,-3.64
1762.833333,-0.431
1762.916667,-1.831
1763,-2.531
1763.083333,-0.679
1763.166667,-2.646
1763.25,-1.072
1763.333333,-1.386
1763.416667,-1.638
1763.5,-0.273
1763.583333,-0.777
1763.666667,-1.829
1763.75,-2.266
1763.833333,-1.383
1763.916667,-0.154
1764,0.144
1764.083333,2.174
1764.166667,-0.399
1764.25,-0.722
1764.333333,0.276
1764.416667,-0.966
1764.5,0.372
1764.583333,-0.787
1764.666667,-1.178
1764.75,0.102
1764.833333,-0.463
1764.916667,0.582
1765,0.315
1765.083333,-1.057
1765.166667,1.311
1765.25,0.94
1765.333333,-0.328
1765.416667,-0.987
1765.5,-0.819
1765.583333,-0.176
1765.666667,-0.652
1765.75,-0.501
1765.833333,0.012
1765.916667,-1.325
1766,-3.361
1766.083333,-0.353
1766.166667,0.375
1766.25,1.068
1766.333333,0.528
1766.416667,1.264
1766.5,0.358
1766.583333,0.524
1766.666667,0.543
1766.75,-0.418
1766.833333,1.33
1766.916667,-1.803
1767,-4.88
1767.083333,-0.217
1767.166667,0.542
1767.25,-1.416
1767.333333,-0.714
1767.416667,-0.391
1767.5,-0.009
1767.583333,1.38
1767.666667,0.35
1767.75,-0.168
1767.833333,1.402
1767.916667,-2.266
1768,-3.242
1768.083333,-1.287
1768.166667,-2.928
1768.25,-1.025
1768.333333,-1.079
1768.416667,-0.613
1768.5,0.448
1768.583333,0.04
1768.666667,-0.571
1768.75,-1.162
1768.833333,-1.235
1768.916667,-0.646
1769,-0.379
1769.083333,-0.959
1769.166667,-1.107
1769.25,1.077
1769.333333,2.119
1769.416667,2.001
1769.5,0.469
1769.583333,0.16
1769.666667,0.054
1769.75,-3.389
1769.833333,-1.965
1769.916667,-2.419
1770,-1.543
1770.083333,0.171
1770.166667,-3.936
1770.25,0.539
1770.333333,-0.222
1770.416667,-0.119
1770.5,-0.746
1770.583333,0.069
1770.666667,0.759
1770.75,0.083
1770.833333,-0.318
1770.916667,0.187
1771,0.532
1771.083333,-3.321
1771.166667,-2.599
1771.25,-2.032
1771.333333,0.543
1771.416667,1.322
1771.5,0.328
1771.583333,0.544
1771.666667,0.143
1771.75,0.76
1771.833333,-0.881
1771.916667,-0.034
1772,-1.653
1772.083333,-1.993
1772.166667,-1.93
1772.25,0.175
1772.333333,-1.22
1772.416667,0.366
1772.5,0.938
1772.583333,0.666
1772.666667,-0.412
1772.75,1.538
1772.833333,2.156
1772.916667,1.977
1773,-1.354
1773.083333,-1.731
1773.166667,-0.382
1773.25,1.333
1773.333333,1.737
1773.416667,0.289
1773.5,0.745
1773.583333,0.67
1773.666667,1.021
1773.75,1.182
1773.833333,-0.886
1773.916667,1.223
1774,-3.782
1774.083333,0.242
1774.166667,0.216
1774.25,2.006
1774.333333,2.171
1774.416667,2.063
1774.5,1.775
1774.583333,0.992
1774.666667,-0.579
1774.75,-0.057
1774.833333,-3.092
1774.916667,-4.047
1775,0.901
1775.083333,2.648
1775.166667,1.51
1775.25,-1.324
1775.333333,-0.29
1775.416667,0.294
1775.5,0.836
1775.583333,0.583
1775.666667,-0.191
1775.75,1.6
1775.833333,2.216
1775.916667,-2.074
1776,-4.45
1776.083333,0.838
1776.166667,-1.598
1776.25,-1.493
1776.333333,-1.988
1776.416667,1.61
1776.5,0.118
1776.583333,0.943
1776.666667,-1.017
1776.75,-0.705
1776.833333,-0.271
1776.916667,0.151
1777,2.257
1777.083333,0.61
1777.166667,-0.76
1777.25,-2.994
1777.333333,0.012
1777.416667,-0.768
1777.5,-1.609
1777.583333,-1.025
1777.666667,-0.582
1777.75,-1.854
1777.833333,-0.786
1777.916667,-1.545
1778,-1.345
1778.083333,0.855
1778.166667,-2.313
1778.25,0.975
1778.333333,0.249
1778.416667,-1.429
1778.5,1.1
1778.583333,-0.02
1778.666667,0.634
1778.75,-1.421
1778.833333,-1.386
1778.916667,-1.68
1779,-2.723
1779.083333,0.87
1779.166667,0.599
1779.25,0.867
1779.333333,2.25
1779.416667,-0.987
1779.5,-0.786
1779.583333,-0.014
1779.666667,0.761
1779.75,1.043
1779.833333,-0.416
1779.916667,-1.689
1780,-1.877
1780.083333,-0.126
1780.166667,0.019
1780.25,2.671
1780.333333,3.338
1780.416667,1.271
1780.5,1.427
1780.583333,-0.854
1780.666667,-2.335
1780.75,0.218
1780.833333,-0.943
1780.916667,-3.123
1781,-1.074
1781.083333,-1.887
1781.166667,-0.392
1781.25,-1.044
1781.333333,-0.546
1781.416667,-0.892
1781.5,0.035
1781.583333,1.083
1781.666667,-1.569
1781.75,-0.846
1781.833333,0.838
1781.916667,-0.778
1782,-1.603
1782.083333,-2.783
1782.166667,-2.796
1782.25,-0.725
1782.333333,-0.61
1782.416667,0.296
1782.5,-0.764
1782.583333,0.426
1782.666667,-0.423
1782.75,-0.993
1782.833333,-1.804
1782.916667,-3.463
1783,-4.326
1783.083333,1.253
1783.166667,-1.516
1783.25,-0.082
1783.333333,1.258
1783.416667,1.018
1783.5,-0.577
1783.583333,0.26
1783.666667,-0.965
1783.75,-0.755
1783.833333,-3.006
1783.916667,-2.673
1784,-2.552
1784.083333,-3.627
1784.166667,-2.834
1784.25,-1.684
1784.333333,-0.654
1784.416667,-0.302
1784.5,0.179
1784.583333,0.972
1784.666667,-0.827
1784.75,-2.559
1784.833333,-0.441
1784.916667,-1.886
1785,-1.783
1785.083333,-2.528
1785.166667,-5.813
1785.25,-2.498
1785.333333,-1.672
1785.416667,-0.327
1785.5,-0.631
1785.583333,-0.274
1785.666667,-1.199
1785.75,-2.413
1785.833333,-0.237
1785.916667,-2.553
1786,-2.318
1786.083333,-1.757
1786.166667,-1.784
1786.25,0.114
1786.333333,-1.031
1786.416667,-0.481
1786.5,-0.426
1786.583333,-0.13
1786.666667,0.119
1786.75,-2.191
1786.833333,-4.114
1786.916667,-3.235
1787,-0.477
1787.083333,-0.345
1787.166667,-0.019
1787.25,-1.258
1787.333333,-0.427
1787.416667,0.378
1787.5,-1.372
1787.583333,-0.566
1787.666667,-1.626
1787.75,-0.672
1787.833333,-0.567
1787.916667,-1.139
1788,-1.525
1788.083333,-0.683
1788.166667,-1.107
1788.25,-0.006
1788.333333,-0.814
1788.416667,0.492
1788.5,2.023
1788.583333,-0.436
1788.666667,0.122
1788.75,-0.668
1788.833333,-1.02
1788.916667,-6.385
1789,-1.614
1789.083333,-1.164
1789.166667,-4.195
1789.25,-1.017
1789.333333,0.648
1789.416667,-0.46
1789.5,0.706
1789.583333,0.106
1789.666667,-0.155
1789.75,-1.484
1789.833333,-0.582
1789.916667,0.381
1790,0.153
1790.083333,0.54
1790.166667,-0.209
1790.25,-2.837
1790.333333,-0.468
1790.416667,-0.015
1790.5,-1.407
1790.583333,-0.558
1790.666667,-1.026
1790.75,-0.854
1790.833333,-1.089
1790.916667,-0.386
1791,0.953
1791.083333,0.031
1791.166667,0.532
1791.25,0.82
1791.333333,-1
1791.416667,-0.56
1791.5,-0.558
1791.583333,0.17
1791.666667,-0.976
1791.75,-1.486
1791.833333,-0.492
1791.916667,0.026
1792,-2.599
1792.083333,-0.763
1792.166667,-0.566
1792.25,-0.122
1792.333333,-0.226
1792.416667,0.117
1792.5,0.132
1792.583333,-1.292
1792.666667,-0.168
1792.75,-1.216
1792.833333,-0.679
1792.916667,-0.841
1793,-1.889
1793.083333,1.238
1793.166667,-0.551
1793.25,-0.51
1793.333333,-0.428
1793.416667,-0.219
1793.5,0.405
1793.583333,-0.056
1793.666667,-0.448
1793.75,-0.19
1793.833333,-0.42
1793.916667,-1.275
1794,0.697
1794.083333,0.478
1794.166667,1.065
1794.25,1.421
1794.333333,0.75
1794.416667,-0.778
1794.5,-0.334
1794.583333,-0.581
1794.666667,-0.92
1794.75,-0.482
1794.833333,-0.635
1794.916667,-0.755
1795,-2.353
1795.083333,-1.022
1795.166667,-0.998
1795.25,0.572
1795.333333,-0.204
1795.416667,-0.064
1795.5,-0.705
1795.583333,-0.163
1795.666667,-0.498
1795.75,0.184
1795.833333,-1.081
1795.916667,-0.73
1796,1.376
1796.083333,-0.309
1796.166667,-2.524
1796.25,-0.998
1796.333333,-0.678
1796.416667,0.637
1796.5,-0.695
1796.583333,0.426
1796.666667,0.061
1796.75,-0.263
1796.833333,-0.829
1796.916667,-3.82
1797,2.136
1797.083333,2.268
1797.166667,-1.881
1797.25,-2.314
1797.333333,-1.461
1797.416667,0.001
1797.5,-0.113
1797.583333,0.024
1797.666667,0.375
1797.75,-0.54
1797.833333,-1.485
1797.916667,-0.658
1798,-0.081
1798.083333,-0.139
1798.166667,-0.045
1798.25,-0.284
1798.333333,0.918
1798.416667,-0.159
1798.5,0.495
1798.583333,1.021
1798.666667,-0.053
1798.75,-0.52
1798.833333,-1.042
1798.916667,-3.249
1799,-1.799
1799.083333,-3.19
1799.166667,-2.244
1799.25,-1.088
1799.333333,-1.361
1799.416667,-0.692
1799.5,-0.467
1799.583333,-0.484
1799.666667,-0.538
1799.75,-0.225
1799.833333,-0.046
1799.916667,-2.588
1800,-0.868
1800.083333,-0.695
1800.166667,-2.745
1800.25,0.965
1800.333333,-0.754
1800.416667,-1.133
1800.5,-1.056
1800.583333,-0.631
1800.666667,-1.357
1800.75,-0.154
1800.833333,-0.259
1800.916667,0.061
1801,0.071
1801.083333,-0.811
1801.166667,1.136
1801.25,-0.533
1801.333333,1.605
1801.416667,-1.128
1801.5,-0.202
1801.583333,-1.331
1801.666667,-0.174
1801.75,-0.063
1801.833333,0
1801.916667,-0.235
1802,0.024
1802.083333,-0.11
1802.166667,0.788
1802.25,-0.071
1802.333333,-1.649
1802.416667,0.112
1802.5,-0.325
1802.583333,0.499
1802.666667,-0.266
1802.75,1.103
1802.833333,-0.598
1802.916667,-0.626
1803,-2.48
1803.083333,-2.473
1803.166667,-0.758
1803.25,0.952
1803.333333,-0.763
1803.416667,-0.338
1803.5,0.192
1803.583333,0.806
1803.666667,-0.939
1803.75,-0.625
1803.833333,-0.725
1803.916667,-1.593
1804,0.229
1804.083333,-1.675
1804.166667,-1.937
1804.25,0
1804.333333,0.473
1804.416667,0.228
1804.5,0.533
1804.583333,-0.017
1804.666667,0.45
1804.75,-0.218
1804.833333,-0.386
1804.916667,-2.605
1805,-0.938
1805.083333,-1.132
1805.166667,-0.153
1805.25,-1.18
1805.333333,-0.868
1805.416667,-0.401
1805.5,-0.34
1805.583333,0.357
1805.666667,-0.007
1805.75,-2.487
1805.833333,-2.063
1805.916667,0.055
1806,0.245
1806.083333,-0.275
1806.166667,-1.277
1806.25,-1.506
1806.333333,-0.027
1806.416667,-1.26
1806.5,-1.028
1806.583333,-0.005
1806.666667,0.347
1806.75,-0.809
1806.833333,-0.445
1806.916667,0.531
1807,-1.653
1807.083333,0.012
1807.166667,-1.932
1807.25,-1.905
1807.333333,-1.607
1807.416667,-0.548
1807.5,0.086
1807.583333,0.55
1807.666667,-0.353
1807.75,-0.27
1807.833333,-0.344
1807.916667,0.395
1808,-0.109
1808.083333,-1.716
1808.166667,-2.736
1808.25,-1.851
1808.333333,-0.533
1808.416667,0.136
1808.5,0.393
1808.583333,-0.511
1808.666667,-0.04
1808.75,-1.125
1808.833333,-1.315
1808.916667,-3.794
1809,-3.747
1809.083333,-1.513
1809.166667,-3.116
1809.25,-2.253
1809.333333,-1.095
1809.416667,-0.168
1809.5,-1.403
1809.583333,-0.134
1809.666667,-0.955
1809.75,-0.307
1809.833333,-3.116
1809.916667,-0.251
1810,-1.395
1810.083333,-0.298
1810.166667,-0.88
1810.25,-1.462
1810.333333,-1.614
1810.416667,-1.497
1810.5,-1.316
1810.583333,-0.714
1810.666667,-0.977
1810.75,-1.727
1810.833333,-2.346
1810.916667,-0.808
1811,-1.381
1811.083333,-1.574
1811.166667,0.717
1811.25,-1.475
1811.333333,-0.225
1811.416667,0.374
1811.5,-0.571
1811.583333,0.036
1811.666667,-0.551
1811.75,-2.222
1811.833333,-2.077
1811.916667,-0.087
1812,-2.202
1812.083333,-2.49
1812.166667,-3.458
1812.25,-2.81
1812.333333,-1.285
1812.416667,-1.157
1812.5,-0.462
1812.583333,1.092
1812.666667,-1.1
1812.75,-1.274
1812.833333,-2.708
1812.916667,-3.37
1813,-3.115
1813.083333,-0.321
1813.166667,-2.926
1813.25,0.337
1813.333333,1.189
1813.416667,-0.646
1813.5,-0.207
1813.583333,-0.868
1813.666667,0.743
1813.75,-1.054
1813.833333,0.567
1813.916667,-1.608
1814,-2.482
1814.083333,-1.739
1814.166667,-1.595
1814.25,-0.949
1814.333333,-2.722
1814.416667,-0.679
1814.5,-1.24
1814.583333,-0.72
1814.666667,-1.366
1814.75,-1.569
1814.833333,0.63
1814.916667,1.643
1815,-1.11
1815.083333,0.27
1815.166667,-1.374
1815.25,-1.546
1815.333333,-1.574
1815.416667,-2.137
1815.5,-0.213
1815.583333,-0.53
1815.666667,-0.821
1815.75,-1.089
1815.833333,-2.664
1815.916667,-2.547
1816,0.48
1816.083333,-3.743
1816.166667,-2.505
1816.25,-1.397
1816.333333,-0.662
1816.416667,-1.237
1816.5,-1.972
1816.583333,-1.206
1816.666667,-1.199
1816.75,-1.883
1816.833333,-1.003
1816.916667,-1.494
1817,0.307
1817.083333,0.375
1817.166667,-1.06
1817.25,-1.37
1817.333333,-1.292
1817.416667,-1.761
1817.5,-1.563
1817.583333,-0.216
1817.666667,-1.993
1817.75,-2.489
1817.833333,-1.256
1817.916667,-2.921
1818,-0.206
1818.083333,-1.974
1818.166667,-0.088
1818.25,-0.04
1818.333333,-0.46
1818.416667,0.179
1818.5,-0.738
1818.583333,-0.863
1818.666667,-0.946
1818.75,-1.388
1818.833333,-1.035
1818.916667,-0.857
1819,-0.53
1819.083333,-1.299
1819.166667,-1.308
1819.25,-1.44
1819.333333,-1.474
1819.416667,-0.304
1819.5,-0.847
1819.583333,-0.645
1819.666667,-0.009
1819.75,0.124
1819.833333,-1.288
1819.916667,-2.819
1820,-2.673
1820.083333,-1.043
1820.166667,-0.844
1820.25,0.49
1820.333333,0.106
1820.416667,-0.271
1820.5,-0.713
1820.583333,-1.115
1820.666667,-0.208
1820.75,-1.041
1820.833333,-1.811
1820.916667,-3.02
1821,-0.041
1821.083333,0.352
1821.166667,0.083
1821.25,-0.17
1821.333333,0.105
1821.416667,-1.143
1821.5,-1.15
1821.583333,-0.386
1821.666667,-1.022
1821.75,-0.171
1821.833333,-0.173
1821.916667,-1.124
1822,-0.293
1822.083333,1.511
1822.166667,2.849
1822.25,0.624
1822.333333,-0.139
1822.416667,-0.49
1822.5,-0.032
1822.583333,-0.304
1822.666667,-0.855
1822.75,-0.796
1822.833333,-1.472
1822.916667,-2.947
1823,-1.526
1823.083333,-1.392
1823.166667,-0.336
1823.25,-0.74
1823.333333,-0.676
1823.416667,0.332
1823.5,-0.12
1823.583333,-0.404
1823.666667,-0.966
1823.75,-1.215
1823.833333,-1.938
1823.916667,-1.693
1824,-0.203
1824.083333,-0.337
1824.166667,0.147
1824.25,0.213
1824.333333,-0.138
1824.416667,-0.071
1824.5,0.28
1824.583333,0.491
1824.666667,0.18
1824.75,-0.749
1824.833333,-0.436
1824.916667,0.971
1825,0.41
1825.083333,-0.146
1825.166667,-0.006
1825.25,0.802
1825.333333,-0.204
1825.416667,0.262
1825.5,-0.619
1825.583333,-0.491
1825.666667,-0.432
1825.75,-0.836
1825.833333,-0.052
1825.916667,-1.002
1826,-1.245
1826.083333,-1.52
1826.166667,-0.013
1826.25,0.163
1826.333333,0.749
1826.416667,-0.097
1826.5,0.283
1826.583333,-0.279
1826.666667,-0.276
1826.75,-0.463
1826.833333,0.057
1826.916667,0.727
1827,0.724
1827.083333,0.211
1827.166667,0.928
1827.25,1.319
1827.333333,0.871
1827.416667,0.311
1827.5,0.26
1827.583333,-0.27
1827.666667,-0.711
1827.75,-0.277
1827.833333,-0.352
1827.916667,-1.905
1828,-2.628
1828.083333,-1.314
1828.166667,0.646
1828.25,0.57
1828.333333,0.064
1828.416667,0.621
1828.5,0.215
1828.583333,-0.097
1828.666667,-1.376
1828.75,-0.355
1828.833333,-0.552
1828.916667,-1.455
1829,-1.635
1829.083333,-1.908
1829.166667,-0.506
1829.25,-0.518
1829.333333,-0.062
1829.416667,-0.634
1829.5,0.073
1829.583333,-0.397
1829.666667,-0.947
1829.75,-0.479
1829.833333,-1.848
1829.916667,-1.957
1830,-0.616
1830.083333,0.596
1830.166667,-0.651
1830.25,0.491
1830.333333,-0.936
1830.416667,-0.745
1830.5,0.49
1830.583333,-0.336
1830.666667,-1.303
1830.75,-0.969
1830.833333,1.358
1830.916667,0.436
1831,-0.766
1831.083333,-0.673
1831.166667,-0.762
1831.25,-0.602
1831.333333,-0.569
1831.416667,-0.294
1831.5,-0.756
1831.583333,-1.07
1831.666667,-1.546
1831.75,-0.792
1831.833333,-2.22
1831.916667,-2.234
1832,-0.848
1832.083333,-0.725
1832.166667,-0.526
1832.25,-0.269
1832.333333,-0.662
1832.416667,-0.766
1832.5,-0.774
1832.583333,-1.383
1832.666667,-1.375
1832.75,-0.517
1832.833333,-1.966
1832.916667,-2.784
1833,-0.703
1833.083333,-0.324
1833.166667,-1.142
1833.25,-0.532
1833.333333,-0.499
1833.416667,-0.561
1833.5,-0.62
1833.583333,-0.764
1833.666667,-0.58
1833.75,-1.075
1833.833333,0.655
1833.916667,-0.524
1834,-2.424
1834.083333,-0.624
1834.166667,0.605
1834.25,-0.449
1834.333333,0.146
1834.416667,-0.492
1834.5,-0.199
1834.583333,-0.233
1834.666667,0.096
1834.75,-0.474
1834.833333,0.04
1834.916667,-0.222
1835,0.391
1835.083333,-0.048
1835.166667,-0.715
1835.25,-0.403
1835.333333,-1.099
1835.416667,-1.164
1835.5,-1.095
1835.583333,-1.495
1835.666667,-1.644
1835.75,-1.183
1835.833333,-2.575
1835.916667,-2.807
1836,-1.016
1836.083333,-0.949
1836.166667,0.298
1836.25,-0.723
1836.333333,-1.116
1836.416667,-0.799
1836.5,-0.611
1836.583333,-1.17
1836.666667,-0.826
1836.75,-0.103
1836.833333,-2.045
1836.916667,-0.784
1837,-0.546
1837.083333,-0.317
1837.166667,-1.725
1837.25,-1.648
1837.333333,-1.318
1837.416667,-1.261
1837.5,-0.843
1837.583333,-0.319
1837.666667,-0.834
1837.75,-1.06
1837.833333,-1.649
1837.916667,-0.748
1838,-3.05
1838.083333,-2.042
1838.166667,-1.456
1838.25,-0.705
1838.333333,-1.115
1838.416667,-0.518
1838.5,0.203
1838.583333,0.046
1838.666667,-0.403
1838.75,-0.427
1838.833333,-1.298
1838.916667,-1.054
1839,-0.245
1839.083333,0.55
1839.166667,-2.61
1839.25,-0.056
1839.333333,-0.62
1839.416667,-0.521
1839.5,0.479
1839.583333,0.504
1839.666667,-0.489
1839.75,-0.545
1839.833333,-2.227
1839.916667,-2.803
1840,-0.072
1840.083333,-1.05
1840.166667,-1.64
1840.25,-0.085
1840.333333,-0.057
1840.416667,0.147
1840.5,0.321
1840.583333,-0.496
1840.666667,-0.552
1840.75,-1.582
1840.833333,-2.091
1840.916667,-1.843
1841,-1.929
1841.083333,-0.965
1841.166667,-1.898
1841.25,-1.266
1841.333333,-0.238
1841.416667,-0.216
1841.5,0.237
1841.583333,0.133
1841.666667,-0.731
1841.75,-0.374
1841.833333,-1.348
1841.916667,-0.936
1842,-0.767
1842.083333,-0.24
1842.166667,0.677
1842.25,0.26
1842.333333,-0.559
1842.416667,-0.741
1842.5,-0.732
1842.583333,-0.277
1842.666667,-0.704
1842.75,-0.778
1842.833333,-1.227
1842.916667,0.122
1843,0.565
1843.083333,0.543
1843.166667,-0.789
1843.25,-0.299
1843.333333,-0.994
1843.416667,-0.736
1843.5,-0.329
1843.583333,-0.226
1843.666667,-0.416
1843.75,-0.506
1843.833333,-1.099
1843.916667,0.533
1844,-0.272
1844.083333,-0.902
1844.166667,-0.593
1844.25,-0.282
1844.333333,-0.657
1844.416667,-0.497
1844.5,-0.388
1844.583333,-0.398
1844.666667,-0.859
1844.75,-0.63
1844.833333,-2.078
1844.916667,-2.235
1845,0.207
1845.083333,-1.522
1845.166667,-0.859
1845.25,-0.193
1845.333333,-0.665
1845.416667,-0.523
1845.5,-0.128
1845.583333,-0.184
1845.666667,-0.393
1845.75,-1.135
1845.833333,-1.072
1845.916667,-1.648
1846,1.185
1846.083333,0.269
1846.166667,0.903
1846.25,-0.674
1846.333333,-0.208
1846.416667,0.306
1846.5,0.631
1846.583333,0.471
1846.666667,-0.028
1846.75,-0.703
1846.833333,-0.903
1846.916667,0.128
1847,0.054
1847.083333,0.235
1847.166667,-1.783
1847.25,-0.494
1847.333333,-0.663
1847.416667,-0.595
1847.5,0.091
1847.583333,-0.036
1847.666667,-0.029
1847.75,-0.572
1847.833333,-0.248
1847.916667,-1.759
1848,-1.886
1848.083333,0.999
1848.166667,-0.584
1848.25,-0.099
1848.333333,-0.566
1848.416667,-0.328
1848.5,0.12
1848.583333,-0.373
1848.666667,-0.664
1848.75,-0.35
1848.833333,-1.192
1848.916667,-1.321
1849,-0.078
1849.083333,-0.008
1849.166667,0.173
1849.25,-1.559
1849.333333,-1.074
1849.416667,-0.283
1849.5,0.08
1849.583333,-0.076
1849.666667,-0.756
1849.75,-0.021
1849.833333,-0.067
1849.916667,-1.882
1850,-1.478
1850.083333,0.556
1850.166667,-0.186
1850.25,-0.932
1850.333333,-1.341
1850.416667,-0.309
1850.5,0.109
1850.583333,0.224
1850.666667,-0.369
1850.75,-1.151
1850.833333,-1.27
1850.916667,-1.059
1851,0.121
1851.083333,-0.19
1851.166667,-1.197
1851.25,-1.073
1851.333333,-0.036
1851.416667,-0.106
1851.5,0.247
1851.583333,0.171
1851.666667,0.072
1851.75,0.17
1851.833333,-1.214
1851.916667,-0.112
1852,0.412
1852.083333,-0.426
1852.166667,-1.364
1852.25,-0.765
1852.333333,0.169
1852.416667,-0.26
1852.5,0.095
1852.583333,-0.351
1852.666667,-0.225
1852.75,-0.237
1852.833333,-1.607
1852.916667,0.121
1853,-0.322
1853.083333,-1.346
1853.166667,-1.103
1853.25,-0.815
1853.333333,-0.217
1853.416667,-0.147
1853.5,0.25
1853.583333,0.359
1853.666667,-0.077
1853.75,-0.43
1853.833333,-1.249
1853.916667,-0.578
1854,-1.042
1854.083333,-0.867
1854.166667,-0.388
1854.25,-0.479
1854.333333,0.074
1854.416667,-0.678
1854.5,0.42
1854.583333,0.293
1854.666667,-0.174
